Ticker,Co_name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
ASV.AX,Asset Vision Co Limited,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Asset Vision Co Limited provides enterprise asset management solutions to public sector and enterprise in Australia and internationally. It offers Asset Vision Enterprise Platform that streamlines enterprise asset management with integrated web and mobile solutions from predictive modeling to field inspections; Asset Vision CoPilot, which undertakes road inspections and records defects; and Asset Vision AutoPilot that captures a digital twin and identifies road defects using AI technology. The company was formerly known as Future First Technologies Ltd and changed its name to Asset Vision Co Limited in October 2023. The company was incorporated in 2013 and is headquartered in Melbourne, Australia."
CST.AX,Castile Resources Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Castile Resources Limited engages in the mineral exploration and project development activities in Australia. The company focuses on exploring for copper, gold, lead, cobalt, silver, zinc, bismuth, and other base metals. Its flagship project owned 100% interests in the Rover projects located in the Northern Territory. Castile Resources Limited was incorporated in 2007 and is based in West Leederville, Australia."
HHR.AX,Hartshead Resources NL,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Hartshead Resources NL engages in the exploration and development of oil and gas properties in the United Kingdom, Gabon, and Madagascar. It primarily holds a 40% interest in the License P2607 comprising of five blocks in Quads 48 and 49 on the United Kingdom Continental Shelf, Southern Gas Basin. The company is headquartered in North Perth, Australia."
CAN.AX,Cann Group Limited,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Drug Manufacturers - Specialty & Generic,Healthcare,healthcare,Healthcare,"Cann Group Limited, together with its subsidiaries, engages in the breeding, cultivating, manufacturing, and selling medicinal cannabis in Australia and Europe. It also licenses to undertake research and to cultivate cannabis for human medicinal and research purposes. The company was founded in 2014 and is based in Port Melbourne, Australia."
AUN.AX,Aurumin Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Aurumin Limited engages in the exploration and development of gold properties in Australia. Its flagship property is the 100% owned Sandstone Operations that consist of the Sandstone project located northeast of Perth in the East Murchison Mineral Field, Western Australia; the Birrigrin project situated north of Perth in the East Murchison Mineral Field, Western Australia; and the Johnson Range project located midway between Southern Cross and Sandstone. The company was incorporated in 2020 and is based in Subiaco, Australia."
FNX.AX,Finexia Financial Group Limited,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Finexia Financial Group Limited provides funds management, advisory, and market trading services in Australia. The company operates through Private Credit, Funds and Asset Management, and Stockbroking and Corporate Advisory segments. It offers equity capital markets services to retail and wholesale clients; share market trading and advisory services comprising equities, options, commodities, foreign exchange, and CFDs; commercial and private lending, and capital and lending services; and broking and financial. The company also provides childcare centre loans, such as loans, leases, and asset finance, as well as private credit and structured financing. In addition, it offers trading, multi-asset custody, and financing services, as well as research, advise, and insights; and acts as a trustee, as well as wholesales investor funds. The company was formerly known as Mejority Capital Limited and changed its name to Finexia Financial Group Limited in September 2020. Finexia Financial Group Limited was incorporated in 2003 and is based in Sydney, Australia."
D3E.AX,D3 Energy Limited,N.A,N.A,N.A,N.A,N.A,N.A,N.A
BIT.AX,Biotron Limited,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Biotron Limited, a biotechnology company, engages in developing and commercializing small molecule products to treat various viral diseases in Australia. The company's lead antiviral drug is BIT225, which is in Phase II clinical trials for the treatment of SARS-CoV-2, HIV-1, and hepatitis C virus infections. Biotron Limited was incorporated in 1999 and is based in Sydney, Australia."
TAL.AX,Talius Group Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Talius Group Limited provides various technology enabled care solutions to the aged and disability sectors in the retirement living, residential aged care, home, and community setting verticals. The company offers Talius Smart Care, a software as a service (SaaS) data analytics platform. Its products also include Talius bed sensors; CardiacSense, a medical watch; Uniper, a product for older adults; Care@Home Bed Sensor, Care@Home Chair Sensor, Care@Home Door/Window Sensor, and Talius Bed Sensor; and Care@Home Flood Detector and Care@Home Smoke Detector. In addition, the company provides Care@Home Communicator, a smart emergency response device; Care@Home Emergency Button, a stationary panic button; Care@Home Emergency Pendant Advanced, an emergency pendant with fall detection; Care@Home Emergency Pendant Plus, a portable emergency button; Care@Home C7000 Control Panel, a central communications system; LifePod personal mobile alarm system; and MD Sense sensors. The company was formerly known as HSC Technology Group Ltd and changed its name to Talius Group Limited in May 2023. Talius Group Limited is based in Brisbane, Australia."
SHG.AX,Singular Health Group Ltd,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"Singular Health Group Ltd, a medical technology company, engages in the development and commercialization of volumetric rendering platform (VRP) and software development in Australia. The company offers 3Dicom Viewer, a cross-platform application that allows its users to interact with standard 2D medical images, such as MRI and CT scans in 3D; 3DicomVSP, a virtual surgical planning platform; Health Academy, a scalable multi-lingual platform that provides templated curriculum aligned lessons; and GeoVR, a cloud platform for use in the mineral resources sector. Singular Health Group Ltd was incorporated in 2020 and is headquartered in Bibra Lake, Australia."
